AKUN/DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP)
612414101/BBM/TOL/PARKIR,31/08/2021,BBM MOBIL DINAS ,400000
612414101/BBM/TOL/PARKIR,31/08/2021,BBM MOTOR DINAS,30000
612414101/BBM/TOL/PARKIR,01/09/2021,BBM MOBIL DINAS,200000
612414101/BBM/TOL/PARKIR,01/09/2021,BBM MOBIL DINAS,400000
612414101/BBM/TOL/PARKIR,01/09/2021,BBM MOBIL DINAS,400000
612403103/RUMAH TANGGA,24/08/2021,"PEMB TEH,KOPI,GULA",456640
612403103/RUMAH TANGGA,24/08/2021,PEMB MASKER EARLOOP,35000
612403103/RUMAH TANGGA,24/08/2021,PEMB MASKER HIJAB,90000
612403103/RUMAH TANGGA,27/08/2021,PEMB KARTU NAMA BRANCH MANAGER,40000
612403103/RUMAH TANGGA,01/09/2021,PEMB LAMPU LALU LINTAS TRAFFIC LIGHT SWAT POLICE ,75000
612412101/BIAYA JAMUAN KANTOR,24/08/2021,JAMUAN EKSTERNAL - BKAD,570000
612412101/BIAYA JAMUAN KANTOR,24/08/2021,JAMUAN EKSTERNAL - BKAD,170000
612412101/BIAYA JAMUAN KANTOR,25/08/2021,JAMUAN INTERNAL,148000
612412101/BIAYA JAMUAN KANTOR,26/08/2021,JAMUAN INTERNAL,288200
612412101/BIAYA JAMUAN KANTOR,31/08/2021,JAMUAN INTERNAL,854200
612412101/BIAYA JAMUAN KANTOR,01/09/2021,JAMUAN INTERNAL,34000
612412101/BIAYA JAMUAN KANTOR,01/09/2021,JAMUAN INTERNAL R.RAPAT,355200
612408101/ PEMELIHARAAN KANTOR,24/08/2021,PEMB OBAT-OBATAN KEBERSIHAN,1445950
612408101/ PEMELIHARAAN KANTOR,24/08/2021,PEMB ALAT KEBERSIHAN KANTOR ,463500
612403103/RUMAH TANGGA,31/07/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,209000
612403103/RUMAH TANGGA,24/08/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,352000
612403103/RUMAH TANGGA,02/09/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,288000
612403103/RUMAH TANGGA,26/08/2021,PEMB MATERAI,500000
612403103/RUMAH TANGGA,01/09/2021,PEMB MATERAI,500000
612408103/BEBAN PEM KENDARAAN,03/09/2021,PEMB AKI MOBIL DINAS ,1857000
612408103/BEBAN PEM KENDARAAN,24/08/2021,PEMB CARRERA SHAMPO MOBIL DINAS,126000
612408102/BIAYA PEM RMH DINAS,30/08/2021,PEMB SENSOR LAMPU RUMAH DINAS,65000
612408101/ PEMELIHARAAN KANTOR,23/08/2021,PEMB LAMPU R.RAPAT,129900
612408101/ PEMELIHARAAN KANTOR,24/08/2021,PEMB LAMPU R.DOSIR PENSIUN,232000
612408101/ PEMELIHARAAN KANTOR,30/08/2021,"PEMB PUPUK DAN OBAT""AN TANAMAN GEDUNG KANTOR",45000
612408101/ PEMELIHARAAN KANTOR,30/08/2021,PEMB KAWAT TEMBOK HALAMAN BELAKANG GEDUNG KANTOR,65000
"612403101/TELPON,INTERNET,FASIMILI",30/08/2021,PEMB PULSA OPERASIONAL HP LAYANAN,102000
"612403101/TELPON,INTERNET,FASIMILI",30/08/2021,PEMB PULSA OPERASIONAL HP KEPESERTAAN,75000
612401102/BEBAN FOTOCOPY,30/08/2021,PRINT&LAMINATING NOMOR ANTRIAN PESERTA,124500
612201102/BIAYA PUBLIKASI & DOKUMENTASI,30/08/2021,PRINT SIMBOLIS TANDA TERIMA PENYALURAN DANA PROGRAM KEMITRAAN TAHUN 2021,40000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,24/08/2021,CETAK ROLLUP BANNER & BANNER PUBLIKASI LAYANAN ONLINE KE BAPPEDA KABUPATEN BOGOR,320000
612414101/BBM/TOL/PARKIR,03/09/2021,BBM MOBIL DINAS ,150000
612414101/BBM/TOL/PARKIR,06/09/2021,BBM MOBIL DINAS ,400000
612412101/BIAYA JAMUAN KANTOR,26/08/2021,JAMUAN INTERNAL,192000
612412101/BIAYA JAMUAN KANTOR,31/08/2021,JAMUAN INTERNAL,130000
612412101/BIAYA JAMUAN KANTOR,02/08/2021,JAMUAN INTERNAL,178500
612412101/BIAYA JAMUAN KANTOR,03/09/2021,JAMUAN INTERNAL,61000
612412101/BIAYA JAMUAN KANTOR,08/09/2021,JAMUAN EKSTERNAL - BPKAD BOGOR,370000
612412101/BIAYA JAMUAN KANTOR,04/09/2021,JAMUAN INTERNAL,101000
612412101/BIAYA JAMUAN KANTOR,06/09/2021,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,09/09/2021,JAMUAN INTERNAL,80000
612412101/BIAYA JAMUAN KANTOR,09/09/2021,JAMUAN INTERNAL,168000
612403103/RUMAH TANGGA,06/09/2021,LAUNDRY BENDERA ,261000
612403103/RUMAH TANGGA,09/09/2021,TERPAL TENDA HALAMAN DEPAN,1716000
612403103/RUMAH TANGGA,09/09/2021,PEMB GELAS PLASTIK,20000
612401102/BEBAN FOTOCOPY,08/09/2021,"JILID,LAMIINATING LAPORAN KEUANGAN",40000
612401102/BEBAN FOTOCOPY,07/09/2021,"JILID,LAMINIATING LAPORAN PKBL",30000
612401102/BEBAN FOTOCOPY,06/09/2021,"PRINT ,LAMINATING NOMOR ANTRIAN PESERTA",28500
612308102/BEBAN BINA BAPORSENI,07/09/2021,JAMUAN BULUTANGKIS KARYAWAN,69000
612308102/BEBAN BINA BAPORSENI,09/09/2021,JAMUAN SENAM SKJ KARYAWAN,500000
612308102/BEBAN BINA BAPORSENI,14/09/2021,JAMUAN BULUTANGKIS KARYAWAN,50000
612308102/BEBAN BINA BAPORSENI,14/09/2021,PEMB SHUTTLECOCK BULUTANGKIS,75000
612308102/BEBAN BINA BAPORSENI,09/09/2021,HONOR INSTRUKTUR SENAM SKJ,350000
612308102/BEBAN BINA BAPORSENI,14/09/2021,SEWA LAPANGAN BULUTANGKIS KARYAWAN,320000
612414101/BBM/TOL/PARKIR,12/09/2021,BBM MOTOR DINAS,10000
612414101/BBM/TOL/PARKIR,13/09/2021,BBM MOBIL DINAS,250000
612414101/BBM/TOL/PARKIR,13/09/2021,BBM MOBIL DINAS,325000
612414101/BBM/TOL/PARKIR,13/09/2021,BBM MOBIL DINAS ,350000
612414101/BBM/TOL/PARKIR,15/09/2021,BBM MOBIL DINAS,214000
612414101/BBM/TOL/PARKIR,17/09/2021,BBM MOBIL DINAS ,130000
612414101/BBM/TOL/PARKIR,20/09/2021,BBM MOTOR DINAS,25000
612403103/RUMAH TANGGA,13/09/2021,PEMB BATU BATERAI MIC KANTOR,37900
612403103/RUMAH TANGGA,13/09/2021,PEMB KAIN ATAS TENDA R.LAYANAN HALAMAN DEPAN KANTOR,500000
612403103/RUMAH TANGGA,17/09/2021,PEMB SARUNG MIC KANTOR,50000
612403103/RUMAH TANGGA,15/09/2021,PEMB KAIN TIANG TENDA R.LAYANAN HALAMAN DEPAN KANTOR,320000
612403103/RUMAH TANGGA,15/09/2021,NECI KAIN TENDA & KAIN ATAS R. LAYANAN HALAMAN DEPAN KANTOR,150000
612403103/RUMAH TANGGA,16/09/2021,PEMB GELAS PLASTIK,40000
612403103/RUMAH TANGGA,21/09/2021,PEMB BATU BATERAI MIC KANTOR,10000
612403103/RUMAH TANGGA,21/09/2021,PEMB RICE COOKER KANTOR,1150000
612412101/BIAYA JAMUAN KANTOR,10/09/2021,JAMUAN INTERNAL,273000
612412101/BIAYA JAMUAN KANTOR,11/09/2021,JAMUAN INTERNAL,51000
612412101/BIAYA JAMUAN KANTOR,13/09/2021,JAMUAN INTERNAL,652800
612412101/BIAYA JAMUAN KANTOR,11/09/2021,JAMUAN INTERNAL,165000
612412101/BIAYA JAMUAN KANTOR,17/09/2021,JAMUAN INTERNAL,72000
612412101/BIAYA JAMUAN KANTOR,17/09/2021,JAMUAN INTERNAL,109500
612412101/BIAYA JAMUAN KANTOR,17/09/2021,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,18/09/2021,JAMUAN INTERNAL,57000
612412101/BIAYA JAMUAN KANTOR,18/09/2021,JAMUAN INTERNAL,303000
612412101/BIAYA JAMUAN KANTOR,20/09/2021,JAMUAN INTERNAL,108000
612412101/BIAYA JAMUAN KANTOR,20/09/2021,JAMUAN EKSTERNAL - PEMDA KOTA SUKABUMI,770500
612412101/BIAYA JAMUAN KANTOR,22/09/2021,JAMUAN INTERNAL,46000
612408101/ PEMELIHARAAN KANTOR,14/09/2021,PEMB DUPLIKAT KUNCI R. DOSIR LAYANAN,30000
612408101/ PEMELIHARAAN KANTOR,17/09/2021,PEMB LAMPU LED R. RAPAT,60000
612408101/ PEMELIHARAAN KANTOR,18/09/2021,PEMB KABEL & LAMPU TOILET R. LAYANAN,109000
612408101/ PEMELIHARAAN KANTOR,18/09/2021,"PEMB CAT,KUAS TOILET R. LAYANAN",100000
612414101/BBM/TOL/PARKIR,15/09/2021,TOL MOBIL DINAS   : BOGOR,7000
612414101/BBM/TOL/PARKIR,15/09/2021,TOL MOBIL DINAS   : CIAWI,7000
612412101/BIAYA JAMUAN KANTOR,02/09/2021,JAMUAN INTERNAL,95000
612412101/BIAYA JAMUAN KANTOR,02/09/2021,JAMUAN INTERNAL,149000
612412101/BIAYA JAMUAN KANTOR,08/09/2021,JAMUAN INTERNAL,60000
612412101/BIAYA JAMUAN KANTOR,15/09/2021,JAMUAN INTERNAL,35000
612412101/BIAYA JAMUAN KANTOR,17/09/2021,JAMUAN TAMU DINAS,170000
612412101/BIAYA JAMUAN KANTOR,17/09/2021,JAMUAN TAMU DINAS,158000
612412101/BIAYA JAMUAN KANTOR,17/09/2021,JAMUAN TAMU DINAS,107000
612415103/RETRIBUSI & KEBERSIHAN,15/09/2021,RETRIBUSI KEBERSIHAN KANTOR ,300000
612415103/RETRIBUSI & KEBERSIHAN,17/09/2021,RETRIBUSI KEBERSIHAN RUMAH DINAS ,300000
612415103/RETRIBUSI & KEBERSIHAN,06/09/2021,DANA BANTUAN SOSIAL BULAN ,100000
612403103/RUMAH TANGGA,13/09/2021,PEMB AQUA GALON KARYAWAN ,288000
"612403101/TELPON,INTERNET,FASIMILI",15/09/2021,PEMB PULSA HP OPERASIONAL LAYANAN,62000
612208201/PEMELIHARAAN SOFTWARE/HARDWARE,21/09/2021,PEMB BATERAI LAPTOP BRANCH MANAGER,500000
612408104/PEM INV KTR,21/09/2021,SERVICE KURSI CHITOSE R. AULA & R. LAYANAN,1550000
612308102/BEBAN BINA BAPORSENI,14/09/2021,SEWA LAPANGAN BULUTANGKIS KARYAWAN,40000
612308102/BEBAN BINA BAPORSENI,15/09/2021,SEWA LAPANGAN FUTSAL KARYAWAN,190000
612308102/BEBAN BINA BAPORSENI,15/09/2021,JAMUAN FUTSAL KARYAWAN,50000
612308102/BEBAN BINA BAPORSENI,16/09/2021,HONOR INSTRUKTUR SENAM SKJ,350000
612308102/BEBAN BINA BAPORSENI,16/09/2021,JAMUAN SENAM SKJ KARYAWAN,500000
612308102/BEBAN BINA BAPORSENI,21/09/2021,JAMUAN BULUTANGKIS KARYAWAN,50000
612308102/BEBAN BINA BAPORSENI,21/09/2021,PEMB SHUTTLECOCK BULUTANGKIS,80000
612308102/BEBAN BINA BAPORSENI,22/09/2021,JAMUAN VOLI KARYAWAN,50000
612308102/BEBAN BINA BAPORSENI,23/09/2021,JAMUAN SENAM SKJ KARYAWAN,250000
612308102/BEBAN BINA BAPORSENI,23/09/2021,HONOR INSTRUKTUR SENAM SKJ,350000
612308102/BEBAN BINA BAPORSENI,27/09/2021,SEWA LAPANGAN FUTSAL KARYAWAN,190000
612308102/BEBAN BINA BAPORSENI,27/09/2021,JAMUAN FUTSAL KARYAWAN,36000
612308102/BEBAN BINA BAPORSENI,28/09/2021,JAMUAN BULUTANGKIS KARYAWAN,57000
612414101/BBM/TOL/PARKIR,23/09/2021,BBM MOBIL DINAS,400000
612414101/BBM/TOL/PARKIR,28/09/2021,BBM MOTOR DINAS,30000
612414101/BBM/TOL/PARKIR,29/09/2021,BBM MOBIL DINAS,300000
612414101/BBM/TOL/PARKIR,30/09/2021,BBM MOBIL DINAS ,400000
612414101/BBM/TOL/PARKIR,30/09/2021,BBM MOBIL DINAS,300000
612414101/BBM/TOL/PARKIR,30/09/2021,BBM MOBIL DINAS,270000
612412101/BIAYA JAMUAN KANTOR,22/09/2021,JAMUAN INTERNAL,250000
612412101/BIAYA JAMUAN KANTOR,23/09/2021,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,23/09/2021,JAMUAN INTERNAL,30000
612412101/BIAYA JAMUAN KANTOR,22/09/2021,JAMUAN INTERNAL,50000
612412101/BIAYA JAMUAN KANTOR,24/09/2021,JAMUAN INTERNAL,21000
612412101/BIAYA JAMUAN KANTOR,23/09/2021,JAMUAN INTERNAL,323000
612412101/BIAYA JAMUAN KANTOR,24/09/2021,JAMUAN INTERNAL,140000
612412101/BIAYA JAMUAN KANTOR,27/09/2021,JAMUAN EKSTERNAL - BKPSDM KOTA SUKABUMI,373500
612412101/BIAYA JAMUAN KANTOR,25/09/2021,JAMUAN INTERNAL,100000
612412101/BIAYA JAMUAN KANTOR,29/09/2021,JAMUAN INTERNAL,66000
612412101/BIAYA JAMUAN KANTOR,25/09/2021,JAMUAN INTERNAL,91000
612412101/BIAYA JAMUAN KANTOR,02/10/2021,JAMUAN INTERNAL,60000
612412101/BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,750000
612412101/BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,72000
612401102/BEBAN FOTOCOPY,23/09/2021,"JILID , LAMINATING DOKUMEN PKS SIMGAJI WEB ",36000
612401102/BEBAN FOTOCOPY,28/09/2021,"FOTOKOPI,JILID,LAMINATING BUKU PENGAWASAN CEK,BG DAN KELSO",162000
612401102/BEBAN FOTOCOPY,27/09/2021,FOTOKOPI FPP,80000
612401102/BEBAN FOTOCOPY,04/10/2021,FOTOKOPI FPP,80000
612401102/BEBAN FOTOCOPY,01/04/2021,"JILID , LAMINATING LAPORAN KEUANGAN PKBL BULAN  ",16000
612401102/BEBAN FOTOCOPY,04/10/2021,"JILID , LAMINATING LAPORAN KEUANGAN BULAN  ",42000
612408101/ PEMELIHARAAN KANTOR,29/09/2021,PEMB MCB PANEL LISTRIK PANTRY LT 2,62500
612408101/ PEMELIHARAAN KANTOR,29/09/2021,PEMB TISSUE KANTOR,275400
612403103/RUMAH TANGGA,23/09/2021,JAMUAN PIKET PETUGAS CS ,30000
612403103/RUMAH TANGGA,27/09/2021,JAMUAN PIKET PETUGAS CS ,44000
612403103/RUMAH TANGGA,28/09/2021,JAMUAN PIKET PETUGAS CS ,30000
612403103/RUMAH TANGGA,28/09/2021,JAMUAN PIKET PETUGAS CS ,30000
612403103/RUMAH TANGGA,30/09/2021,JAMUAN PIKET PETUGAS CS ,44000
612403103/RUMAH TANGGA,25/09/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,256000
612403103/RUMAH TANGGA,04/10/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,256000
612403103/RUMAH TANGGA,25/09/2021,PEMB PIRING DAN GARPU PLASTIK,30000
"612403101/TELPON,INTERNET,FASIMILI",01/10/2021,PEMB PULSA HP OPERASIONAL LAYANAN,77000
"612403101/TELPON,INTERNET,FASIMILI",04/10/2021,PEMB PULSA HP OPERASIONAL LAYANAN,102000
"612403101/TELPON,INTERNET,FASIMILI",04/10/2021,PEMB PULSA AO BULAN OKTOBER 2021,250000
612203106/BIAYA LAYANAN PESERTA,29/09/2021,PEMB JAMUAN PESERTA (AIR MINUM AQUA),455000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,30/09/2021,PEMB BANNER PUBLIKASI HATI - HATI PENIPUAN,150000
612308102/BEBAN BINA BAPORSENI,05/10/2021,PEMB SHUTTLECOCK BULUTANGKIS KARYAWAN,160000
612308102/BEBAN BINA BAPORSENI,05/10/2021,JAMUAN BULUTANGKIS KARYAWAN,69000
612308102/BEBAN BINA BAPORSENI,07/10/2021,JAMUAN SENAM SKJ KARYAWAN,400000
612308102/BEBAN BINA BAPORSENI,07/10/2021,HONOR INSTRUKTUR SENAM SKJ,350000
612201101/BEBAN PROM SOSIALISASI,05/10/2021,HONOR PESERTA SOSIALISASI,1200000
612201101/BEBAN PROM SOSIALISASI,05/10/2021,HONOR PESERTA SOSIALISASI,1000000
612201101/BEBAN PROM SOSIALISASI,05/10/2021,BANTUAN AKOMODASI DAN JAMUAN,3000000
612203106/BIAYA LAYANAN PESERTA,12/10/2021,PEMB JAMUAN PESERTA (AIR MINUM AQUA),74000
612203106/BIAYA LAYANAN PESERTA,14/10/2021,PEMB JAMUAN PESERTA (AIR MINUM AQUA),74000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,05/10/2021,"PEMB BANNER PUBLIKASI KLIM & NON KLIM, ENROLLMENT , SMARTCARD R. LAYANAN",720000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,11/10/2021,PEMB BANNER QR CODE PEDULI LINDUNGI R.LAYANAN,880000
612201102/BIAYA PUBLIKASI & DOKUMENTASI,15/10/2021,PEMB BANNER PUBLIKASI ANTI NARKOBA,150000
612403103/RUMAH TANGGA,06/10/2021,JAMUAN PIKET CS,50000
612403103/RUMAH TANGGA,11/10/2021,JAMUAN PIKET CS,56001
612403103/RUMAH TANGGA,07/10/2021,JAMUAN PIKET CS,46000
612403103/RUMAH TANGGA,12/10/2021,JAMUAN PIKET CS,56001
612403103/RUMAH TANGGA,13/10/2021,JAMUAN PIKET CS,30000
612403103/RUMAH TANGGA,05/10/2021,JAMUAN PIKET CS,50000
612403103/RUMAH TANGGA,08/10/2021,PEMB GAS PANTRY LT 2,145000
612403103/RUMAH TANGGA,15/10/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,288000
612401102/BEBAN FOTOCOPY,09/10/2021,FOTOKOPI FPP,80000
612401102/BEBAN FOTOCOPY,15/10/2021,FOTOKOPI FPP,40000
612415103/RETRIBUSI & KEBERSIHAN,08/10/2021,DANA BANTUAN SOSIAL BULAN OKTOBER 2021,100000
612415103/RETRIBUSI & KEBERSIHAN,18/10/2021,RETRIBUSI KEBERSIHAN SAMPAH KANTOR BULAN OKTOBER 2021,300000
"612403101/TELPON,INTERNET,FASIMILI",07/10/2021,PEMB PULSA HP OPERASIONAL KEPESERTAAN,102000
612208201/PEMELIHARAAN SOFTWARE/HARDWARE,17/10/2021,SERVICE PC KOMPUTER BIDANG UMUM & SDM,175000
612208201/PEMELIHARAAN SOFTWARE/HARDWARE,05/10/2021,PEMB KABEL LAN & RJ 45 R.AULA,320000
612408101/ PEMELIHARAAN KANTOR,05/10/2021,PEMB KABEL & STOPKONTAK R.AULA,330000
612204101/BIAYA CEK KLIM,12/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK MANTAP,600000
612204101/BIAYA CEK KLIM,12/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK MANTAP,225000
612204101/BIAYA CEK KLIM,12/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK MANTAP,80000
612204101/BIAYA CEK KLIM,12/10/2021,PEMB GELAS PLASTIK EVALUASI MITRA BAYAR : BANK MANTAP,20000
612204101/BIAYA CEK KLIM,14/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK BRI,75000
612204101/BIAYA CEK KLIM,14/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK BRI,110000
612204101/BIAYA CEK KLIM,14/10/2021,"JAMUAN KEG EVALUASI MITRA BAYAR : BANK BTPN,POS,BUKOPIN,BWS,BSI,BPR DP TASPEN, BNI, BTN, BANK BUMI ARTHA",588000
612412101/BIAYA JAMUAN KANTOR,11/10/2021,JAMUAN INTERNAL,56000
612412101/BIAYA JAMUAN KANTOR,11/10/2021,JAMUAN INTERNAL,250000
612412101/BIAYA JAMUAN KANTOR,13/10/2021,JAMUAN INTERNAL,104000
612412101/BIAYA JAMUAN KANTOR,13/10/2021,JAMUAN INTERNAL,156000
612412101/BIAYA JAMUAN KANTOR,18/10/2021,JAMUAN EKSTERNAL - BKPSDM KOTA BOGOR,369600
612412101/BIAYA JAMUAN KANTOR,18/10/2021,JAMUAN EKSTERNAL - BKPSDM KOTA BOGOR,115000
612201101/BEBAN PROM SOSIALISASI,08/10/2021,JAMUAN KEG RAPAT KOORDINASI PROGRAM KERJA PT TASPEN (PERSERO) - BKN REGIONAL III BANDUNG - BKPSDM KOTA BOGOR,3064600
612203106/BIAYA LAYANAN PESERTA,28/09/2021,PEMB JAMUAN PESERTA ( AQUA GELAS ),840000
612208201/PEMELIHARAAN SOFTWARE/HARDWARE,18/10/2021,PEMB POINTER WIRELES BIDANG UMUM & SDM,125000
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,05/10/2021,PEMB PENGHARUM & SHAMPO MOBIL DINAS KANTOR,143100
612408103/PEMELIHARAAN/PERBAIKAN KENDARAAAN,19/10/2021,PEMB PERLENGKAPAN SELANG KOMPRESOR ,165000
612412101/BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,21000
612412101/BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,42000
612412101/BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,93000
612412101/BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,70000
612412101/BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,60000
612414101/BBM/TOL/PARKIR,22/10/2021,BBM MOTOR DINAS,30000
612414101/BBM/TOL/PARKIR,22/10/2021,BBM MOBIL DINAS,450000
612414101/BBM/TOL/PARKIR,25/10/2021,BBM MOBIL DINAS,150000
612414101/BBM/TOL/PARKIR,26/10/2021,BBM MOTOR DINAS,15000
612403103/RUMAH TANGGA,18/10/2021,JAMUAN PIKET CS,42000
612403103/RUMAH TANGGA,19/10/2021,JAMUAN PIKET CS,46000
612403103/RUMAH TANGGA,21/10/2021,JAMUAN PIKET CS,42000
612403103/RUMAH TANGGA,25/10/2021,JAMUAN PIKET CS,30000
612403103/RUMAH TANGGA,26/10/2021,JAMUAN PIKET CS,54000
612403103/RUMAH TANGGA,21/10/2021,PEMB GELAS PLASTIK ,40000
612403103/RUMAH TANGGA,25/10/2021,PEMB BATERAI MIC,37900
612403103/RUMAH TANGGA,25/10/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,240000
612412101/BIAYA JAMUAN KANTOR,22/10/2021,JAMUAN INTERNAL,50000
612412101/BIAYA JAMUAN KANTOR,22/10/2021,JAMUAN INTERNAL,93100
612412101/BIAYA JAMUAN KANTOR,25/10/2021,JAMUAN INTERNAL,51000
612401102/BEBAN FOTOCOPY,21/10/2021,FOTOKOPI FPP,40000
612408104/PEM INV KTR,21/10/2021,SERVICE AC R.AULA LT 3 ,528000
612408101/ PEMELIHARAAN KANTOR,22/10/2021,PEMB LAMPU NEON R. DOSIR PENSIUN,57000
612408101/ PEMELIHARAAN KANTOR,22/10/2021,PEMB LAMPU LED R. DOSIR PENSIUN,109900
612201101/BEBAN PROM SOSIALISASI,22/10/2021,CETAK BANNER KEGIATAN SOSIALISASI KEPEGAWAIAN DAN KETASPENAN CALON PEGAWAI ASN KOTA BOGOR TANGGAL 25-26 OKTOBER 2021 ,200000
612201101/BEBAN PROM SOSIALISASI,22/10/2021,SNACK PESERTA SOSIALISASI (UNTUK TGL 25 OKTOBER 2021) SESI 1,970000
612201101/BEBAN PROM SOSIALISASI,22/10/2021,SNACK PESERTA SOSIALISASI (UNTUK TGL 25 OKTOBER 2021) SESI 2,970000
612201101/BEBAN PROM SOSIALISASI,25/10/2021,PEMB AQUA AIR MINUM PESERTA ,682500
612201101/BEBAN PROM SOSIALISASI,25/10/2021,JAMUAN MAKAN SIANG,1140000
612201101/BEBAN PROM SOSIALISASI,25/10/2021,JAMUAN MAKAN MALAM,1390000
612201101/BEBAN PROM SOSIALISASI,25/10/2021,SNACK PESERTA SOSIALISASI (UNTUK TGL 26 OKTOBER 2021) SESI 1,1070000
612201101/BEBAN PROM SOSIALISASI,25/10/2021,SNACK PESERTA SOSIALISASI (UNTUK TGL 26 OKTOBER 2021) SESI 2,1070000
612201101/BEBAN PROM SOSIALISASI,26/10/2021,JAMUAN MAKAN SIANG,1025000
612201101/BEBAN PROM SOSIALISASI,26/10/2021,JAMUAN MAKAN MALAM,456000
612415103/RETRIBUSI & KEBERSIHAN,27/10/2021,BIAYA RETRIBUSI RUMAH DINAS BULAN OKTOBER 2021,300000
612401102/BEBAN FOTOCOPY,04/11/2021,"JILID, LAMINATING LAPORAN KEUANGAN BULAN OKTOBER 2021",39000
"612403101/TELPON,INTERNET,FASIMILI",03/11/2021,PEMB PULSA OPERASIONAL HP LAYANAN,62000
"612403101/TELPON,INTERNET,FASIMILI",03/11/2021,PEMB PULSA OPERASIONAL HP KEPESERTAAN,77000
"612403101/TELPON,INTERNET,FASIMILI",03/11/2021,PEMB PULSA AO BULAN NOVEMBER 2021,250000
612403103/RUMAH TANGGA,03/11/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,256000
612408101/ PEMELIHARAAN KANTOR,01/11/2021,PEMB SHOWER TOILET LT.2,110000
612408101/ PEMELIHARAAN KANTOR,02/11/2021,PEMB KUNCI DUPLIKAT PINTU KACA LT 2,30000
612413102/BEBAN PERAYAAN,28/10/2021,PEMB BIAYA MIXING JINGLE TASPEN,5650000
612203106/BIAYA LAYANAN PESERTA,04/11/2021,PEMB JAMUAN PESERTA (AIR MINUM AQUA),600000
612201101/BEBAN PROM SOSIALISASI,08/11/2021,JAMUAN SNACK PESERTA KEGIATAN SOSIALISASI KETASPENAN BKAD KOTA BOGOR,1008000
612408103/BBN PEM KNDRAAN,01/11/2021,"PEMB SPAREPART AIR ACCU,DCS SUPER ENGINE CONDITIONER,BRAKE CALLIPER, DLL MOBIL DINAS  ",1361651
612408103/BBN PEM KNDRAAN,01/11/2021,SERVICE BERKALA MOBIL DINAS   ,214500
"612414101/BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS,400000
"612414101/BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS ,200000
"612414101/BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS,300000
"612414101/BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS,450000
"612414101/BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS,300000
"612414101/BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS ,120000
"612414101/BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS,200000
"612414101/BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS,350000
"612414101/BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS,100000
"612414101/BBM ,TOL, PARKIR",05/11/2021,BBM MOBIL DINAS ,150000
"612414101/BBM ,TOL, PARKIR",05/11/2021,BBM MOTOR DINAS,20000
"612414101/BBM ,TOL, PARKIR",08/11/2021,BBM MOTOR DINAS,25000
612403103/RMH TANGGA,02/11/2021,"PEMB KOPI,GULA,TEH",407160
612403103/RMH TANGGA,01/11/2021,PEMB MASKER ,150000
612412101/BIAYA JAMUAN KANTOR,28/10/2021,JAMUAN INTERNAL,147000
612412101/BIAYA JAMUAN KANTOR,28/10/2021,JAMUAN INTERNAL,68000
612412101/BIAYA JAMUAN KANTOR,31/10/2021,JAMUAN INTERNAL UNTUK KEGIATAN SWAB ANTIGEN ,837800
612412101/BIAYA JAMUAN KANTOR,01/11/2021,JAMUAN INTERNAL,96000
