AKUN,DESKRIPSI,TANGGAL,DESKRIPSI KEGIATAN,REALISASI (RP),BULAN,TAHUN,Normalisasi,Klaster
612203106,BIAYA LAYANAN PESERTA,14/10/2021,PEMB JAMUAN PESERTA (AIR MINUM AQUA),74000,10,2021,0.002406,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,05/10/2021,"PEMB BANNER PUBLIKASI KLIM & NON KLIM, ENROLLMENT , SMARTCARD R. LAYANAN",720000,10,2021,0.024144,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,11/10/2021,PEMB BANNER QR CODE PEDULI LINDUNGI R.LAYANAN,880000,10,2021,0.029528,1
612201102,BIAYA PUBLIKASI & DOKUMENTASI,15/10/2021,PEMB BANNER PUBLIKASI ANTI NARKOBA,150000,10,2021,0.004963,1
612403103,RUMAH TANGGA,06/10/2021,JAMUAN PIKET CS,50000,10,2021,0.001598,1
612403103,RUMAH TANGGA,11/10/2021,JAMUAN PIKET CS,56001,10,2021,0.0018,1
612403103,RUMAH TANGGA,07/10/2021,JAMUAN PIKET CS,46000,10,2021,0.001464,1
612403103,RUMAH TANGGA,12/10/2021,JAMUAN PIKET CS,56001,10,2021,0.0018,1
612403103,RUMAH TANGGA,13/10/2021,JAMUAN PIKET CS,30000,10,2021,0.000925,1
612403103,RUMAH TANGGA,05/10/2021,JAMUAN PIKET CS,50000,10,2021,0.001598,1
612403103,RUMAH TANGGA,08/10/2021,PEMB GAS PANTRY LT 2,145000,10,2021,0.004795,1
612403103,RUMAH TANGGA,15/10/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,288000,10,2021,0.009607,1
612401102,BEBAN FOTOCOPY,09/10/2021,FOTOKOPI FPP,80000,10,2021,0.002608,1
612401102,BEBAN FOTOCOPY,15/10/2021,FOTOKOPI FPP,40000,10,2021,0.001262,1
612415103,RETRIBUSI & KEBERSIHAN,08/10/2021,DANA BANTUAN SOSIAL BULAN OKTOBER 2021,100000,10,2021,0.003281,1
612415103,RETRIBUSI & KEBERSIHAN,18/10/2021,RETRIBUSI KEBERSIHAN SAMPAH KANTOR BULAN OKTOBER 2021,300000,10,2021,0.010011,1
612403101,"TELPON,INTERNET,FASIMILI",07/10/2021,PEMB PULSA HP OPERASIONAL KEPESERTAAN,102000,10,2021,0.003348,1
612208201,PEMELIHARAAN SOFTWARE/HARDWARE,17/10/2021,SERVICE PC KOMPUTER BIDANG UMUM & SDM,175000,10,2021,0.005805,1
612208201,PEMELIHARAAN SOFTWARE/HARDWARE,05/10/2021,PEMB KABEL LAN & RJ 45 R.AULA,320000,10,2021,0.010684,1
612408101,PEMELIHARAAN KANTOR,05/10/2021,PEMB KABEL & STOPKONTAK R.AULA,330000,10,2021,0.01102,1
612204101,BIAYA CEK KLIM,12/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK MANTAP,600000,10,2021,0.020106,1
612204101,BIAYA CEK KLIM,12/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK MANTAP,225000,10,2021,0.007487,1
612204101,BIAYA CEK KLIM,12/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK MANTAP,80000,10,2021,0.002608,1
612204101,BIAYA CEK KLIM,12/10/2021,PEMB GELAS PLASTIK EVALUASI MITRA BAYAR : BANK MANTAP,20000,10,2021,0.000589,1
612204101,BIAYA CEK KLIM,14/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK BRI,75000,10,2021,0.00244,1
612204101,BIAYA CEK KLIM,14/10/2021,JAMUAN KEG EVALUASI MITRA BAYAR : BANK BRI,110000,10,2021,0.003617,1
612204101,BIAYA CEK KLIM,14/10/2021,"JAMUAN KEG EVALUASI MITRA BAYAR : BANK BTPN,POS,BUKOPIN,BWS,BSI,BPR DP TASPEN, BNI, BTN, BANK BUMI ARTHA",588000,10,2021,0.019702,1
612412101,BIAYA JAMUAN KANTOR,11/10/2021,JAMUAN INTERNAL,56000,10,2021,0.0018,1
612412101,BIAYA JAMUAN KANTOR,11/10/2021,JAMUAN INTERNAL,250000,10,2021,0.008328,1
612412101,BIAYA JAMUAN KANTOR,13/10/2021,JAMUAN INTERNAL,104000,10,2021,0.003415,1
612412101,BIAYA JAMUAN KANTOR,13/10/2021,JAMUAN INTERNAL,156000,10,2021,0.005165,1
612412101,BIAYA JAMUAN KANTOR,18/10/2021,JAMUAN EKSTERNAL - BKPSDM KOTA BOGOR,369600,10,2021,0.012353,1
612412101,BIAYA JAMUAN KANTOR,18/10/2021,JAMUAN EKSTERNAL - BKPSDM KOTA BOGOR,115000,10,2021,0.003786,1
612201101,BEBAN PROM SOSIALISASI,08/10/2021,JAMUAN KEG RAPAT KOORDINASI PROGRAM KERJA PT TASPEN (PERSERO) - BKN REGIONAL III BANDUNG - BKPSDM KOTA BOGOR,3064600,10,2021,0.10304,1
612203106,BIAYA LAYANAN PESERTA,28/09/2021,PEMB JAMUAN PESERTA ( AQUA GELAS ),840000,9,2021,0.028182,1
612208201,PEMELIHARAAN SOFTWARE/HARDWARE,18/10/2021,PEMB POINTER WIRELES BIDANG UMUM & SDM,125000,10,2021,0.004122,1
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,05/10/2021,PEMB PENGHARUM & SHAMPO MOBIL DINAS KANTOR,143100,10,2021,0.004731,1
612408103,PEMELIHARAAN/PERBAIKAN KENDARAAAN,19/10/2021,PEMB PERLENGKAPAN SELANG KOMPRESOR ,165000,10,2021,0.005468,1
612412101,BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,21000,10,2021,0.000623,1
612412101,BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,93000,10,2021,0.003045,1
612412101,BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,70000,10,2021,0.002271,1
612412101,BIAYA JAMUAN KANTOR,04/10/2021,JAMUAN INTERNAL,60000,10,2021,0.001935,1
612414101,BBM/TOL/PARKIR,22/10/2021,BBM MOTOR DINAS,30000,10,2021,0.000925,1
612414101,BBM/TOL/PARKIR,22/10/2021,BBM MOBIL DINAS,450000,10,2021,0.015058,1
612414101,BBM/TOL/PARKIR,25/10/2021,BBM MOBIL DINAS,150000,10,2021,0.004963,1
612414101,BBM/TOL/PARKIR,26/10/2021,BBM MOTOR DINAS,15000,10,2021,0.000421,1
612403103,RUMAH TANGGA,18/10/2021,JAMUAN PIKET CS,42000,10,2021,0.001329,1
612403103,RUMAH TANGGA,19/10/2021,JAMUAN PIKET CS,46000,10,2021,0.001464,1
612403103,RUMAH TANGGA,21/10/2021,JAMUAN PIKET CS,42000,10,2021,0.001329,1
612403103,RUMAH TANGGA,25/10/2021,JAMUAN PIKET CS,30000,10,2021,0.000925,1
612403103,RUMAH TANGGA,26/10/2021,JAMUAN PIKET CS,54000,10,2021,0.001733,1
612403103,RUMAH TANGGA,21/10/2021,PEMB GELAS PLASTIK ,40000,10,2021,0.001262,1
612403103,RUMAH TANGGA,25/10/2021,PEMB BATERAI MIC,37900,10,2021,0.001191,1
612403103,RUMAH TANGGA,25/10/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,240000,10,2021,0.007992,1
612412101,BIAYA JAMUAN KANTOR,22/10/2021,JAMUAN INTERNAL,50000,10,2021,0.001598,1
612412101,BIAYA JAMUAN KANTOR,22/10/2021,JAMUAN INTERNAL,93100,10,2021,0.003049,1
612412101,BIAYA JAMUAN KANTOR,25/10/2021,JAMUAN INTERNAL,51000,10,2021,0.001632,1
612408104,PEM INV KTR,21/10/2021,SERVICE AC R.AULA LT 3 ,528000,10,2021,0.017683,1
612408101,PEMELIHARAAN KANTOR,22/10/2021,PEMB LAMPU NEON R. DOSIR PENSIUN,57000,10,2021,0.001834,1
612408101,PEMELIHARAAN KANTOR,22/10/2021,PEMB LAMPU LED R. DOSIR PENSIUN,109900,10,2021,0.003614,1
612201101,BEBAN PROM SOSIALISASI,22/10/2021,CETAK BANNER KEGIATAN SOSIALISASI KEPEGAWAIAN DAN KETASPENAN CALON PEGAWAI ASN KOTA BOGOR TANGGAL 25-26 OKTOBER 2021 ,200000,10,2021,0.006646,1
612201101,BEBAN PROM SOSIALISASI,22/10/2021,SNACK PESERTA SOSIALISASI (UNTUK TGL 25 OKTOBER 2021) SESI 1,970000,10,2021,0.032557,1
612201101,BEBAN PROM SOSIALISASI,25/10/2021,PEMB AQUA AIR MINUM PESERTA ,682500,10,2021,0.022882,1
612201101,BEBAN PROM SOSIALISASI,25/10/2021,JAMUAN MAKAN SIANG,1140000,10,2021,0.038277,1
612201101,BEBAN PROM SOSIALISASI,25/10/2021,JAMUAN MAKAN MALAM,1390000,10,2021,0.04669,1
612201101,BEBAN PROM SOSIALISASI,25/10/2021,SNACK PESERTA SOSIALISASI (UNTUK TGL 26 OKTOBER 2021) SESI 1,1070000,10,2021,0.035922,1
612201101,BEBAN PROM SOSIALISASI,26/10/2021,JAMUAN MAKAN SIANG,1025000,10,2021,0.034407,1
612201101,BEBAN PROM SOSIALISASI,26/10/2021,JAMUAN MAKAN MALAM,456000,10,2021,0.01526,1
612415103,RETRIBUSI & KEBERSIHAN,27/10/2021,BIAYA RETRIBUSI RUMAH DINAS BULAN OKTOBER 2021,300000,10,2021,0.010011,1
612401102,BEBAN FOTOCOPY,04/11/2021,"JILID, LAMINATING LAPORAN KEUANGAN BULAN OKTOBER 2021",39000,11,2021,0.001228,1
612403101,"TELPON,INTERNET,FASIMILI",03/11/2021,PEMB PULSA OPERASIONAL HP LAYANAN,62000,11,2021,0.002002,1
612403101,"TELPON,INTERNET,FASIMILI",03/11/2021,PEMB PULSA OPERASIONAL HP KEPESERTAAN,77000,11,2021,0.002507,1
612403101,"TELPON,INTERNET,FASIMILI",03/11/2021,PEMB PULSA AO BULAN NOVEMBER 2021,250000,11,2021,0.008328,1
612403103,RUMAH TANGGA,03/11/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,256000,11,2021,0.00853,1
612408101,PEMELIHARAAN KANTOR,01/11/2021,PEMB SHOWER TOILET LT.2,110000,11,2021,0.003617,1
612408101,PEMELIHARAAN KANTOR,02/11/2021,PEMB KUNCI DUPLIKAT PINTU KACA LT 2,30000,11,2021,0.000925,1
612413102,BEBAN PERAYAAN,28/10/2021,PEMB BIAYA MIXING JINGLE TASPEN,5650000,10,2021,0.19004,1
612203106,BIAYA LAYANAN PESERTA,04/11/2021,PEMB JAMUAN PESERTA (AIR MINUM AQUA),600000,11,2021,0.020106,1
612201101,BEBAN PROM SOSIALISASI,08/11/2021,JAMUAN SNACK PESERTA KEGIATAN SOSIALISASI KETASPENAN BKAD KOTA BOGOR,1008000,11,2021,0.033835,1
612408103,BBN PEM KNDRAAN,01/11/2021,"PEMB SPAREPART AIR ACCU,DCS SUPER ENGINE CONDITIONER,BRAKE CALLIPER, DLL MOBIL DINAS  ",1361651,11,2021,0.045736,1
612408103,BBN PEM KNDRAAN,01/11/2021,SERVICE BERKALA MOBIL DINAS   ,214500,11,2021,0.007134,1
612414101,"BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS,400000,10,2021,0.013376,1
612414101,"BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS ,200000,10,2021,0.006646,1
612414101,"BBM ,TOL, PARKIR",27/10/2021,BBM MOBIL DINAS,450000,10,2021,0.015058,1
612414101,"BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS ,120000,11,2021,0.003954,1
612414101,"BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS,200000,11,2021,0.006646,1
612414101,"BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS,350000,11,2021,0.011693,1
612414101,"BBM ,TOL, PARKIR",03/11/2021,BBM MOBIL DINAS,100000,11,2021,0.003281,1
612414101,"BBM ,TOL, PARKIR",05/11/2021,BBM MOBIL DINAS ,150000,11,2021,0.004963,1
612414101,"BBM ,TOL, PARKIR",05/11/2021,BBM MOTOR DINAS,20000,11,2021,0.000589,1
612414101,"BBM ,TOL, PARKIR",08/11/2021,BBM MOTOR DINAS,25000,11,2021,0.000757,1
612403103,RMH TANGGA,02/11/2021,"PEMB KOPI,GULA,TEH",407160,11,2021,0.013617,1
612403103,RMH TANGGA,01/11/2021,PEMB MASKER ,150000,11,2021,0.004963,1
612412101,BIAYA JAMUAN KANTOR,28/10/2021,JAMUAN INTERNAL,147000,10,2021,0.004862,1
612412101,BIAYA JAMUAN KANTOR,28/10/2021,JAMUAN INTERNAL,68000,10,2021,0.002204,1
612412101,BIAYA JAMUAN KANTOR,31/10/2021,JAMUAN INTERNAL UNTUK KEGIATAN SWAB ANTIGEN ,837800,10,2021,0.028108,1
612412101,BIAYA JAMUAN KANTOR,01/11/2021,JAMUAN INTERNAL,96000,11,2021,0.003146,1
612412101,BIAYA JAMUAN KANTOR,04/11/2021,JAMUAN INTERNAL,288016,11,2021,0.009608,1
612412101,BIAYA JAMUAN KANTOR,08/11/2021,JAMUAN INTERNAL,50000,11,2021,0.001598,1
612408101,BBN PEM KTR,02/11/2021,PEMB OBAT-OBATAN KEBERSIHAN KANTOR,1524700,11,2021,0.051222,1
612408101,BBN PEM KTR,02/11/2021,PEMB ALAT KEBERSIHAN KANTOR,570000,11,2021,0.019096,1
612414101,"BBM ,TOL, PARKIR",09/11/2021,BBM MOTOR DINAS,20000,11,2021,0.000589,1
612412101,BIAYA JAMUAN KANTOR,09/11/2021,JAMUAN INTERNAL R.RAPAT,393400,11,2021,0.013154,1
612412101,BIAYA JAMUAN KANTOR,09/11/2021,JAMUAN INTERNAL,250000,11,2021,0.008328,1
612415103,RETRIBUSI & KEBERSIHAN,09/11/2021,DANA BANTUAN KEGIATAN SOSIAL,100000,11,2021,0.003281,1
612401102,BEBAN FOTOCOPY,08/11/2021,"JILID , LAMINATING LAPORAN KEUANGAN PKBL ",32000,11,2021,0.000993,1
612203106,BIAYA LAYANAN PESERTA,08/11/2021,PEMB JAMUAN PESERTA (PERMEN TASPEN),975000,11,2021,0.032725,1
612306102,HARD COMPETENCY,06/11/2021,JAMUAN SNACK SIANG PESERTA,96000,11,2021,0.003146,1
612306102,HARD COMPETENCY,06/11/2021,JAMUAN SNACK PAGI PESERTA,178500,11,2021,0.005922,1
612306102,HARD COMPETENCY,06/11/2021,JAMUAN MAKAN SIANG PESERTA,154000,11,2021,0.005098,1
612306102,HARD COMPETENCY,05/11/2021,JAMUAN UNTUK SNACK SIANG PESERTA KEGIATAN AKADEMI OPERASIONAL 6 NOVEMBER 2021,62000,11,2021,0.002002,1
612306102,HARD COMPETENCY,13/11/2021,JAMUAN SNACK PAGI PESERTA,153000,11,2021,0.005064,1
612306102,HARD COMPETENCY,13/11/2021,JAMUAN MAKAN SIANG PESERTA,159000,11,2021,0.005266,1
612306102,HARD COMPETENCY,13/11/2021,JAMUAN SNACK SIANG PESERTA,50000,11,2021,0.001598,1
612414101,"BBM ,TOL, PARKIR",12/11/2021,BBM MOBIL DINAS,87714,11,2021,0.002867,1
612408101,BBN PEM KTR,07/11/2021,PEMB AQUAPROOF DAN MEMBRAN ATAP LT 2 ( BOCOR),148000,11,2021,0.004896,1
612408101,BBN PEM KTR,13/11/2021,PEMB CAT R.DOSIR PENSIUN LT.1,45000,11,2021,0.00143,1
612408101,BBN PEM KTR,15/11/2021,PEMB SHOWER TOILET WANITA LT 2,80000,11,2021,0.002608,1
612403103,RMH TANGGA,05/11/2021,PEMB PIRING PLASTIK,24000,11,2021,0.000723,1
612403103,RMH TANGGA,11/11/2021,PEMB GELAS PLASTIK,20000,11,2021,0.000589,1
612403103,RMH TANGGA,12/11/2021,PEMB GAS PANTRY LT.1,145000,11,2021,0.004795,1
612403103,RMH TANGGA,17/11/2021,PEMB MATERAI,500000,11,2021,0.016741,1
612403103,RMH TANGGA,27/10/2021,JAMUAN PETUGAS PIKET CS,42000,10,2021,0.001329,1
612403103,RMH TANGGA,28/10/2021,JAMUAN PETUGAS PIKET CS,42000,10,2021,0.001329,1
612412101,BIAYA JAMUAN KANTOR,12/11/2021,JAMUAN INTERNAL,180000,11,2021,0.005973,1
612412101,BIAYA JAMUAN KANTOR,12/11/2021,JAMUAN INTERNAL,86900,11,2021,0.00284,1
612412101,BIAYA JAMUAN KANTOR,11/11/2021,JAMUAN INTERNAL,500000,11,2021,0.016741,1
612412101,BIAYA JAMUAN KANTOR,15/11/2021,JAMUAN INTERNAL,520000,11,2021,0.017414,1
612412101,BIAYA JAMUAN KANTOR,18/11/2021,PEMB JAMUAN R. RAPAT ,118350,11,2021,0.003898,1
612412101,BIAYA JAMUAN KANTOR,18/11/2021,PEMB JAMUAN R. RAPAT ,134000,11,2021,0.004425,1
612412101,BIAYA JAMUAN KANTOR,18/11/2021,PEMB MASKER R. RAPAT ,47200,11,2021,0.001504,1
612412101,BIAYA JAMUAN KANTOR,18/11/2021,PEMB AQUA AIR MINUM R. RAPAT,94000,11,2021,0.003079,1
612412101,BIAYA JAMUAN KANTOR,18/11/2021,PEMB JAMUAN R. RAPAT ,274900,11,2021,0.009166,1
612412101,BIAYA JAMUAN KANTOR,19/11/2021,SNACK PAGI PESERTA BPK,306000,11,2021,0.010213,1
612412101,BIAYA JAMUAN KANTOR,19/11/2021,SNACK PAGI PESERTA BPK,106000,11,2021,0.003483,1
612412101,BIAYA JAMUAN KANTOR,19/11/2021,MAKAN SIANG PESERTA BPK,486200,11,2021,0.016277,1
612412101,BIAYA JAMUAN KANTOR,19/11/2021,MAKAN MALAM PESERTA BPK,1710500,11,2021,0.057475,1
612412101,BIAYA JAMUAN KANTOR,19/11/2021,MAKAN SIANG PESERTA BPK,312000,11,2021,0.010415,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,PEMB AQUA AIR MINUM R. RAPAT,17400,11,2021,0.000501,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,SNACK PAGI PESERTA BPK,109500,11,2021,0.003601,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,PEMB AQUA AIR MINUM R. RAPAT,141000,11,2021,0.004661,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,PEMB PERLENGKAPAN KEBERSIHAN PESERTA (HANDUK PESERTA BPK ),138600,11,2021,0.00458,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,MAKAN SIANG PESERTA BPK,1046000,11,2021,0.035114,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,MAKAN MALAM PESERTA BPK,506000,11,2021,0.016943,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,KUNJUNGAN WISATA PESERTA BPK,1050000,11,2021,0.035249,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,TOL MOBIL DINAS   : SENTUL BARAT,14000,11,2021,0.000387,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,TOL MOBIL DINAS   : BOGOR 2,7000,11,2021,0.000151,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,SNACK PAGI PESERTA BPK,106000,11,2021,0.003483,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,MAKAN SIANG PESERTA BPK,1006000,11,2021,0.033768,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,KUNJUNGAN WISATA PESERTA BPK,50000,11,2021,0.001598,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,KUNJUNGAN WISATA PESERTA BPK,100000,11,2021,0.003281,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,MAKAN MALAM PESERTA BPK,350000,11,2021,0.011693,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,TOL MOBIL DINAS  ,7000,11,2021,0.000151,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,TOL MOBIL DINAS  ,14000,11,2021,0.000387,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,SNACK PAGI PESERTA BPK,96000,11,2021,0.003146,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,MAKAN SIANG PESERTA BPK,60000,11,2021,0.001935,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,MAKAN SIANG PESERTA BPK,312000,11,2021,0.010415,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,SNACK SIANG PESERTA BPK,852200,11,2021,0.028593,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,MAKAN SIANG PESERTA BPK,586300,11,2021,0.019645,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,MAKAN MALAM PESERTA BPK,195000,11,2021,0.006478,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,MAKAN MALAM PESERTA BPK,1390899,11,2021,0.04672,1
612412101,BIAYA JAMUAN KANTOR,23/11/2021,SNACK PAGI PESERTA BPK,150000,11,2021,0.004963,1
612412101,BIAYA JAMUAN KANTOR,23/11/2021,SARAPAN PAGI PESERTA BPK,200000,11,2021,0.006646,1
612412101,BIAYA JAMUAN KANTOR,23/11/2021,MAKAN SIANG PESERTA BPK,304920,11,2021,0.010176,1
612412101,BIAYA JAMUAN KANTOR,23/11/2021,SNACK PAGI PESERTA BPK,22500,11,2021,0.000673,1
612412101,BIAYA JAMUAN KANTOR,23/11/2021,MAKAN SIANG PESERTA BPK,430000,11,2021,0.014385,1
612412101,BIAYA JAMUAN KANTOR,23/11/2021,SNACK SIANG PESERTA BPK,290000,11,2021,0.009674,1
612414101,"BBM ,TOL, PARKIR",17/11/2021,TOL MOBIL DINAS   : KALIHURIP UTAMA 1,20000,11,2021,0.000589,1
612414101,"BBM ,TOL, PARKIR",17/11/2021,TOL MOBIL DINAS   : PASTEUR,46000,11,2021,0.001464,1
612414101,"BBM ,TOL, PARKIR",18/11/2021,TOL MOBIL DINAS   : KALIHURIP UTAMA 2,67500,11,2021,0.002187,1
612414101,"BBM ,TOL, PARKIR",18/11/2021,TOL MOBIL DINAS   : CIKUNIR 6,16000,11,2021,0.000454,1
612414101,"BBM ,TOL, PARKIR",18/11/2021,TOL MOBIL DINAS   : BOGOR,7000,11,2021,0.000151,1
612414101,"BBM ,TOL, PARKIR",18/11/2021,BBM MOBIL DINAS,260028,11,2021,0.008666,1
612414101,"BBM ,TOL, PARKIR",19/11/2021,TOL MOBIL DINAS  ,7000,11,2021,0.000151,1
612403103,RMH TANGGA,16/11/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,304000,11,2021,0.010146,1
612403103,RMH TANGGA,25/11/2021,PEMB AQUA GALON AIR MINUM KARYAWAN,288000,11,2021,0.009607,1
612415103,RETRIBUSI & KEBERSIHAN,15/11/2021,RETRIBUSI KEBERSIHAN KANTOR BULAN NOVEMBER 2021,300000,11,2021,0.010011,1
612403101,"TELPON,INTERNET,FASIMILI",25/11/2021,PULSA HP OPERASIONAL LAYANAN,62000,11,2021,0.002002,1
612408101,BBN PEM KTR,18/11/2021,PEMB SPAREPART PERLENGKAPAN EXHAUST FAN TOILET LT. 1,135000,11,2021,0.004459,1
612408101,BBN PEM KTR,19/11/2021,PEMB SHOWER TOILET LT 3,60000,11,2021,0.001935,1
612408101,BBN PEM KTR,24/11/2021,PEMB PUPUK TAMAN KANTOR,200000,11,2021,0.006646,1
612401102,BEBAN FOTOCOPY,29/11/2021,"JILID, LAMINATING LAPORAN PKBL BULAN NOVEMBER 2021",13000,11,2021,0.000353,1
612203106,BIAYA LAYANAN PESERTA,18/11/2021,PEMB PAJAK MOTAS ,3762700,11,2021,0.126532,1
612203106,BIAYA LAYANAN PESERTA,17/11/2021,PEMB UJI PERIODIK BERKALA MOTAS,108000,11,2021,0.00355,1
612203106,BIAYA LAYANAN PESERTA,16/11/2021,PEMB KACA SPION MOTAS,80000,11,2021,0.002608,1
612203106,BIAYA LAYANAN PESERTA,18/11/2021,PEMB BBM MOBIL DINAS  (MOTAS),400000,11,2021,0.013376,1
612414101,"BBM ,TOL, PARKIR",17/11/2021,PEMB BBM MOBIL DINAS,450000,11,2021,0.015058,1
612414101,"BBM ,TOL, PARKIR",17/11/2021,PEMB BBM MOBIL DINAS,250000,11,2021,0.008328,1
612414101,"BBM ,TOL, PARKIR",20/11/2021,PEMB BBM MOTOR DINAS,20000,11,2021,0.000589,1
612414101,"BBM ,TOL, PARKIR",20/11/2021,PEMB BBM MOTOR DINAS,25000,11,2021,0.000757,1
612414101,"BBM ,TOL, PARKIR",22/11/2021,PEMB BBM MOTOR DINAS,20000,11,2021,0.000589,1
612414101,"BBM ,TOL, PARKIR",22/11/2021,PEMB BBM MOBIL DINAS,300000,11,2021,0.010011,1
612414101,"BBM ,TOL, PARKIR",26/11/2021,PEMB BBM MOTOR DINAS,20000,11,2021,0.000589,1
612414101,"BBM ,TOL, PARKIR",29/11/2021,PEMB BBM MOBIL DINAS ,400000,11,2021,0.013376,1
612403103,RMH TANGGA,25/11/2021,PEMB GELAS PLASTIK,20000,11,2021,0.000589,1
612403103,RMH TANGGA,18/11/2021,PEMB TEKO LISTRIK R.RAPAT,192000,11,2021,0.006377,1
612403103,RMH TANGGA,26/11/2021,PEMB BATERAI MIC,27000,11,2021,0.000824,1
612412101,BIAYA JAMUAN KANTOR,16/11/2021,JAMUAN INTERNAL,414000,11,2021,0.013847,1
612412101,BIAYA JAMUAN KANTOR,17/11/2021,JAMUAN INTERNAL,320000,11,2021,0.010684,1
612412101,BIAYA JAMUAN KANTOR,17/11/2021,JAMUAN INTERNAL,40000,11,2021,0.001262,1
612412101,BIAYA JAMUAN KANTOR,18/11/2021,JAMUAN INTERNAL,672000,11,2021,0.022529,1
612412101,BIAYA JAMUAN KANTOR,19/11/2021,JAMUAN INTERNAL,450000,11,2021,0.015058,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,JAMUAN INTERNAL,100000,11,2021,0.003281,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,JAMUAN INTERNAL,230000,11,2021,0.007655,1
612412101,BIAYA JAMUAN KANTOR,20/11/2021,JAMUAN INTERNAL,48400,11,2021,0.001545,1
612412101,BIAYA JAMUAN KANTOR,21/11/2021,JAMUAN INTERNAL,116000,11,2021,0.003819,1
612412101,BIAYA JAMUAN KANTOR,22/11/2021,JAMUAN INTERNAL,450000,11,2021,0.015058,1
612412101,BIAYA JAMUAN KANTOR,23/11/2021,JAMUAN INTERNAL,340000,11,2021,0.011357,1
612412101,BIAYA JAMUAN KANTOR,24/11/2021,JAMUAN INTERNAL,34000,11,2021,0.00106,1
612412101,BIAYA JAMUAN KANTOR,24/11/2021,JAMUAN INTERNAL,50000,11,2021,0.001598,1
612412101,BIAYA JAMUAN KANTOR,24/11/2021,JAMUAN INTERNAL,160000,11,2021,0.0053,1
612412101,BIAYA JAMUAN KANTOR,25/11/2021,JAMUAN INTERNAL,650000,11,2021,0.021789,1
612412101,BIAYA JAMUAN KANTOR,26/11/2021,JAMUAN INTERNAL,110000,11,2021,0.003617,1
612412101,BIAYA JAMUAN KANTOR,26/11/2021,JAMUAN INTERNAL,460000,11,2021,0.015395,1
612412101,BIAYA JAMUAN KANTOR,29/11/2021,JAMUAN INTERNAL,51000,11,2021,0.001632,1
612403103,RMH TANGGA,02/11/2021,JAMUAN PIKET PETUGAS CS,36000,11,2021,0.001127,1
612403103,RMH TANGGA,03/11/2021,JAMUAN PIKET PETUGAS CS,45000,11,2021,0.00143,1
612403103,RMH TANGGA,04/11/2021,JAMUAN PIKET PETUGAS CS,36000,11,2021,0.001127,1
612403103,RMH TANGGA,08/11/2021,JAMUAN PIKET PETUGAS CS,44000,11,2021,0.001396,1
612403103,RMH TANGGA,09/11/2021,JAMUAN PIKET PETUGAS CS,50000,11,2021,0.001598,1
612403103,RMH TANGGA,11/11/2021,JAMUAN PIKET PETUGAS CS,60000,11,2021,0.001935,1
612403103,RMH TANGGA,15/11/2021,JAMUAN PIKET PETUGAS CS,42000,11,2021,0.001329,1
